topic,group,author_id
NCIS: The Official TV Soundtrack,0070,1
Going Down in Flames,0070,1
Star Trek: Enterprise,0070,1
Big Hero 6,0070,4
Don't Tell 'Em,0070,1
Haunted,0070,3
The Citadel,0070,2
Vice Commandant of the United States Coast Guard,0070,1
Maritime Law Enforcement Academy,0070,4
NCIS Theme,0070,1
NCIS,0070,4
Moving On,0070,1
Diggin' Up Bones,0070,1
Coast Guard Pacific Area,0070,2
USCGC Eagle,0070,5
Laibach,0070,1
Person of Interest,0070,2
O Come All Ye Faithful,0070,1
Music of Battlestar Galactica,0070,1
Enterprising Young Men,0070,1
At Folsom Prison,0070,1
Constitution Party,0070,1
She's Country,0070,3
United States Coast Guard Reserve,0070,5
World So Cold,0070,1
Ill Niño,0070,2
Steven W. Cantrell,0070,3
Semper Paratus,0070,12
Chronic Future,0070,1
How Do You Like Me Now?!,0070,1
Peter Capaldi,0070,2
How Can I Live,0070,2
United States Coast Guard officer rank insignia,0071,6
Commandant of the Coast Guard,0071,7
Kathryn Janeway,0071,1
Regeneration,0071,1
Maggie Greene,0071,1
Draw My Life,0071,11
Soldier Side (intro),0071,1
I Love a Rainy Night,0071,1
Hypnotize,0071,1
Darker Side of Me,0071,1
Gary Johnson,0071,6
The Veer Union,0071,1
Star Trek: Voyager,0071,1
Kryptonite,0071,8
The Time of the Doctor,0071,1
It's the Only One You've Got,0071,1
M.I.N.E (End This Way),0071,1
"National Weather Service Norman, Oklahoma",0071,1
Norman Greenbaum,0071,1
Say It Isn't So,0071,1
Earth science,0071,1
Lucifer,0071,4
Scarlet White,0071,1
Forever May Not Be Long Enough,0071,1
Stricken,0071,1
Numa Numa,0071,2
Speed,0071,1
Doctor Who Series 4 (2008),0071,1
Borg,0071,1
Flower of Scotland,0071,1
Baywatch,0071,1
First Doctor,0071,1
Beautiful,0071,4
Tired,0071,1
Remember,0071,1
United States Surgeon General,0071,1
Won't Go Home Without You,0071,1
National Oceanic and Atmospheric Administration Commissioned Officer Corps,0071,3
Second Chance,0071,4
Scream,0071,3
ENTJ,0071,1
Primary biliary cirrhosis,0071,1
William Hartnell,0071,1
Doctor Who theme music,0071,1
House M.D.,0071,2
Soldier Side,0071,1
Anthony DiNozzo,0071,1
Bite the Hand That Bleeds,0071,1
Falling Skies,0071,2
Weather forecasting,0071,3
The Mummy Returns,0071,1
The Stanley Brothers,0071,1
Her Majesty's Coastguard,0071,1
Christmas Eve / Sarajevo,0071,1
Michael Weatherly,0071,1
Lifeboat,0071,3
Twister,0071,1
Vivek Murthy,0071,1
United States Public Health Service Commissioned Corps,0071,2
She Couldn't Change Me,0071,1
Hotelling,0071,1
National Commander of the Civil Air Patrol,0071,1
David Draiman,0071,1
NOAAS Okeanos Explorer (R 337),0071,1
Brent Smith,0071,1
Christmas Eve/Sarajevo 12/24,0071,1
See What I've Become,0071,3
Downfall,0071,1
USCGC Escanaba (WMEC-907),0071,2
Ziva David,0071,1
Have You Someone (in Heaven Waiting),0071,1
2011 St. Louis tornado,0071,1
The Silence Remains,0071,1
He Named Me Malala,0071,1
Harald Kloser,0071,1
Creep,0071,4
Doctor Who Season 22,0071,1
Brigadier Lethbridge-Stewart,0071,1
Perfect Insanity,0071,1
Toto,0071,4
Kryptonite (live),0071,8
Breaking Inside,0071,1
Tietze syndrome,0071,1
Riddler,0071,3
Shriek If You Know What I Did Last Friday the Thirteenth,0071,1
Costochondritis,0071,1
Yours Again,0071,1
Serenity,0071,1
Tornado warning,0071,1
Star Trek: First Contact,0071,1
Dwight Schrute,0071,3
Scarecrow,0071,3
Choking,0071,1
George Jones,0071,5
Indestructible,0071,2
Sermon,0071,2
In the Air Tonight,0071,5
Mein Herz brennt,0071,1
Confidence,0071,4
The Score,0071,2
Pain Redefined,0071,1
Near-death experience,0071,4
National Security Cutter,0071,4
Hold the Line,0071,1
Joshua James,0071,2
Reincarnation,0071,2
Phil Collins,0071,6
Rosa Parks,0071,1
Christianity,0071,8
Deceiver,0071,2
Twelfth Doctor,0071,1
Answer,0071,1
Pushmonkey,0071,1
Living Witness,0071,1
British Empire,0071,1
Transporter 2,0071,1
General Services Administration,0071,1
Galactic Empire,0071,2
Not Strong Enough,0071,1
Lonely and Gone,0071,1
Spirit in the Sky,0071,1
Open Wounds,0072,1
Cross to Bear,0072,1
Landmine,0072,1
Lost in You,0072,1
So What,0072,2
The Diary of Jane (acoustic),0072,1
"Gomer Pyle, U.S.M.C. - Season 4",0072,2
"Gomer Pyle, U.S.M.C. - Season 2",0072,1
Doc Holliday,0072,1
Raining Oil,0072,1
Murder City,0072,1
Ben Nichols,0072,1
Take Me Under,0072,1
The Last One Alive,0072,2
Operation Flashpoint,0072,2
Car Crash,0072,1
I Don't Want to Be Here Anymore,0072,1
Three Years Hollow,0072,1
Give Me a Sign,0072,2
Already Over,0072,2
Into the Nothing,0072,1
The Last Pale Light in the West,0072,1
Operation Flashpoint: Cold War Crisis,0072,1
The Marine 2,0072,1
Fix Me,0072,3
Factions of Halo,0072,2
Critical Acclaim,0072,1
Favorite Son,0072,1
I Don’t Want to Be Here Anymore,0072,1
Cycle Down,0072,1
Tell Me Why,0072,1
Rise Above This,0072,2
Gone Forever,0072,1
Shamong Township,0072,1
10 Years,0072,2
Operation Flashpoint: Red River,0072,3
Ideology,0072,1
Over & Over,0072,1
Extraordinary Girl / Letterbomb,0072,1
Demon Hunter,0072,2
Fade,0072,1
Shinedown,0072,13
Microsoft Flight Simulator,0072,2
SimSimi,0073,1
MONSTA,0073,1
Nero,0073,4
El aguante,0073,1
The Little Things,0073,1
Sonic & Sega All-Stars Racing,0073,1
God of War: Ascension,0073,1
Enchufe.tv,0073,1
Metal Gear Solid V: Ground Zeroes,0073,1
Third-person Shooter,0073,2
Plaza Sésamo,0073,1
SpongeBob SquarePants 2,0073,1
Holdin' On,0073,1
WhatsApp,0073,1
Newsflash,0073,1
The SpongeBob SquarePants Movie,0073,1
Shadow the Hedgehog,0073,1
Glad You Came,0073,1
Patrick Star,0073,1
Kratos,0073,2
Danny Elfman,0073,1
HolaSoyGerman,0073,1
Waiting for Love,0073,1
Eddie Santiago,0080,1
Charlotte Haining,0080,1
Greyson Chance,0080,2
Bare-knuckle boxing,0080,2
Hans,0080,1
Dabin,0080,1
Teleportation,0080,1
Croatan,0080,1
Everyday Use,0080,1
Wisin y Yandel,0080,3
Hideaway,0080,2
Tujamo,0080,1
Holy Face of Jesus,0080,1
The One That Got Away,0080,3
Waiting Outside the Lines,0080,1
Ozone depletion,0080,1
Skinny Love,0080,6
Britney Spears,0080,9
I'll Cry If I Want To,0080,1
Just Cause,0080,6
Upgrade U,0080,2
Alex & Sierra,0080,2
I Really Like You,0080,3
El Chavo del Ocho,0080,1
Nicole Scherzinger,0080,1
Birdy,0080,3
Twenty One Pilots,0080,29
Keri Hilson,0080,3
Just Cause 3,0080,7
Heart of Darkness,0080,1
Cry Me a River,0080,2
Project CARS,0080,2
Electronic Entertainment Expo,0080,6
Injustice: Gods Among Us,0080,6
"The Hunger Games: Mockingjay, Part 2",0080,4
Lil' Kim,0080,4
Alice Walker,0080,1
Take Me To Church,0080,12
late for meeting,0080,3
Vigilante,0080,2
Deus Ex,0080,5
Sunshine & City Lights,0080,1
Deus Ex: Mankind Divided,0080,5
Towards the Sun,0080,1
It's My Party,0080,1
Yoncé (video),0080,1
Square Enix,0080,1
I Wanna Be Yours,0080,1
Pasadena Police Department,0080,1
Bubblegum Bitch,0080,1
Pretty Girl Rock,0080,3
Ourang Medan,0080,1
Besos mojados,0080,1
Lunchmoney Lewis,0080,1
Right There,0080,1
Fátima,0080,1
Kurt Hugo Schneider,0080,5
Virtual Riot,0080,1
Lesley Gore,0080,1
Hybrid,0080,2
Jasmine Thompson,0080,4
Let's Do It Again,0080,3
Johnny Bravo,0080,1
Shot You Down,0080,1
Lesley Gore: It's My Party,0080,1
J Boog,0080,3
Houstatlantavegas,0080,1
Tony Hawk's Pro Skater 5,0080,1
Kiesza,0080,2
Alexis Y Fido,0080,1
Duke Dumont,0080,3
"Triple J: Like a Version, Volume 3",0080,3
Pop-Tarts,0080,2
Theory,0080,2
Grown Woman (bonus video),0080,2
McCulloch v. Maryland,0080,1
Going to the Store,0080,1
Kina Grannis,0080,1
Tu Me Quemas,0080,1
TBS,0080,1
Marina & the Diamonds,0080,1
Benelli,0080,2
Xilent,0080,1
Wolfenstein: The New Order,0080,2
Roanoke Colony,0080,1
New York Raining,0080,1
Wolfenstein: The Old Blood,0080,1
Nanorobotics,0080,1
I Know,0080,3
Human musculoskeletal system,0080,1
Not About Angels,0080,1
Partition,0080,1
Shapeshifting,0080,2
Charles Hamilton,0080,1
Take Me to Church,0080,10
Pretty Girls,0080,2
Imagínate,0080,1
Hold on 'til the Night,0080,1
Thug Life,0080,13
Battlefield: Bad Company,0081,1
Don't You Worry Child (acoustic version),0081,1
Western music,0081,1
Boromir,0081,1
Shweta Subram,0081,1
Dancin (feat. Luvli),0081,2
You'll Think of Me,0081,1
Lord of the Rings,0081,1
Ruffed grouse,0081,1
SIMON breach grenade,0081,1
You Don't Know Her Like I Do,0081,1
Dancin (Krono remix),0081,2
Sturgeon,0081,1
Aaron Smith,0081,2
GY6 engine,009,1
Lift Your Head Weary Sinner (Chains),009,1
Frog,009,1
cmd.exe,009,1
Shutdown,009,1
Poison dart frog,009,1
Booting,009,1
Vivarium,009,1
Free the Madness,009,1
Mutter,0100,1
Batgirl,0100,2
Burger King grilled chicken sandwiches,0100,1
Motion comic,0100,1
Domino,0100,1
Klarion the Witch Boy,0100,1
Batgirl: Year One,0100,1
Good Burger,0100,1
Lego Batman: The Videogame,0100,1
Batman: Year One,0100,1
The New 52,0100,1
Batman: Zero Year,0100,1
Don't Stop the Rock (Drop the Boom),0100,1
Da Funk,0100,2
Mister Miracle,0100,1
Slay the Oppressor,0100,1
Roxy Rocket,0100,1
"Die, Die My Darling",0100,1
Burrito,0100,3
DJ Hero,0100,3
Bat-Signal,0100,1
Mace Spray,0100,1
Batcave,0100,1
52,0100,1
Realm,0100,1
WWE Fast Lane,0100,1
Greg Capullo,0100,1
The New Batman Adventures,0100,1
Rubeus Hagrid,0100,1
Deadman,0100,1
Forrest Griffin,0100,1
Etrigan the Demon,0100,1
Batman: The Dark Knight Returns,0100,1
Arkham Asylum,0100,1
Frank Molinaro,0100,1
Track 1,0100,2
We're All Dudes (feat. Kel Mitchell),0100,1
The Jezabels,0100,1
Calzone,0100,1
Soundboard,0100,1
Die Die My Darling,0100,1
Pjanoo,0100,3
Batman: The Animated Series,0100,1
Tobey Maguire,0100,3
2011 Big Ten Conference football season,0100,1
Animated series,0100,2
Social networking service,0100,1
Never Giving Up,0100,1
Gary Jules,0100,1
Found footage,0100,2
"Goodbye, Everybody",0100,1
Welcome to Japan,0100,1
Florida Gators,01000,1
Wasted,01000,2
Volgenau School of Information Technology and Engineering,01000,1
Somebody Told Me,01000,1
Ten Feet Tall,01000,1
Oreo,01000,1
Language acquisition,01000,1
Jack's Mannequin,01000,1
Free Hugs Campaign,01000,2
Fort Lewis,01000,2
Airman Leadership School,01000,2
All the Poor and Powerless,01000,1
Love Like This,01000,1
Dots,01000,1
If Tonight Is My Last,01000,1
Anemia,01000,1
Google Now,01000,1
No Man Is an Island,01000,1
DD Form 214,01000,4
Forward operating base,01000,4
High-intensity interval training,01000,10
Susan Bennett,01000,1
She Wanna Ride,01000,1
George Mason University,01000,1
Soaking music,01000,1
Hijab,01000,2
Ronald Isley,01000,2
Ferrari FF,01000,1
The Time Has Come,01000,1
Manhattan From the Sky,01000,1
Fingerstyle guitar,01000,8
Let Me Love You,01000,2
WWPR-FM,01000,5
Electronica,01000,3
Marvins Room,01000,1
Meredith Grey,01000,1
Jonas Brothers,01000,1
Passenger Song,01000,1
Parking brake,01000,1
Marques Brownlee,01000,3
Samsung Galaxy Note series,01000,3
In Your Atmosphere,01000,1
Geospatial intelligence,01000,1
You And Me,01000,1
Laura Izibor,01000,1
If I Stay,01000,2
Germans,01000,1
Tenth Avenue North,01000,2
Ricky Skaggs,01000,3
Everything Is Moving So Fast,01000,1
Alesso,01000,4
Katie Torwalt,01000,1
Clarity,01000,4
Futuristic,01000,8
Marvin's Room,01000,2
Call of Duty: Black Ops III,01000,64
Jimmy Eat World,01000,4
Caught Up,01000,2
Operational intelligence,01000,1
Benny Benassi,01000,4
Don't Stay,01000,1
Jeremy Camp,01000,3
Demi Lovato,01000,14
Jaguar XF,01000,1
Kate Voegele,01000,1
Say It Ain't So,01000,2
Intelligence assessment,01000,1
Dissection,01000,1
Bryan and Katie Torwalt,01000,1
Hpnotiq,01000,1
Tutting,01000,1
Professor Griff,01000,1
Beyond the Lights,01000,1
FOB,01000,1
Tom Petty,01000,8
Crooklyn Clan,01000,1
Midnight Red,01000,1
Lifehouse,01000,5
Otto Knows,01000,2
The Last Kiss,01000,1
Cinema,01000,1
John Mayer,01000,9
Bryan Torwalt,01000,1
Taylor Swift,01000,47
Ride,01000,9
Little Bit,01000,1
Wish You Were,01000,1
Love Like This (feat. Sean Kingston),01000,1
German Language,01000,6
TwoDots,01000,1
AMMO,01000,3
Ramstein-Miesenbach,01000,1
Canada,01000,4
Stereotype,01000,2
Apple media events,01000,2
Joint Base Lewis-McChord,01000,8
Great Lake Swimmers,01000,1
Grey's Anatomy,01000,3
Caterpillar,01000,1
Iron,01000,3
Fluorescent Adolescent,01000,1
America's Next Top Model,01000,2
Born for This,01000,1
Bowling ball,01000,2
Product recall,01000,1
50 Cent,01000,18
Keke Palmer,01000,1
Love Come To Life,01000,1
Joe Jonas,01000,1
U.S. uniformed services pay grades,01000,34
Chachi Gonzales,01000,1
Jahlil Beats,01000,1
Jersey club,01000,4
We Found Love (Calvin Harris extended mix),01000,4
Spangdahlem Air Base,01000,2
Piano,01000,42
McChord Field,01000,3
From My Heart to Yours,01000,1
Rock the House,01000,1
Cyclic ketogenic diet,01000,2
Mozella,01000,1
The Killers,01000,7
Traffic ticket,01000,2
Things That Stop You Dreaming,01000,1
Life Is Strange,01000,5
Mmm...,01000,1
Shortstop,01000,1
The Breakfast Club,01000,7
22,01000,2
Work,01000,2
Gary Go,01000,1
The Ladies,01000,1
Find You,01000,1
Hezekiah Jones,01000,1
Changing Colours,01000,1
Big Green Tractor,01000,1
Stefanie Giesinger,01000,1
Superstition,01000,2
Holy Spirit,01000,3
Love Come to Life,01000,1
Culture shock,01000,1
Busted Heart (Hold On To Me) [Live],01000,1
Paramore,01000,4
A Thousand Miles,01000,1
Ant colony,01000,4
Jesus in Disguise,01000,1
Street dance,01000,3
Brandon Heath,01000,2
Goodfellow Air Force Base,01000,1
Blame,01000,2
We Are the People,01000,1
Sonny Uwaezuoke,01000,2
Unforgettable,01000,2
Natasha Bedingfield,01000,2
Summer,01000,4
Daniel Tiger's Neighborhood,01000,2
Miss Independent,01000,1
Electro,01000,7
Bruce Hornsby,01000,1
He Is Faithful,01000,1
Devvon Terrell,01000,8
Trust fall,01000,1
A Change Is Gonna Come,01000,1
Phablet,01000,1
Cary Brothers,01000,1
One Tree Hill,01000,1
Free Fallin',01000,2
You and Me,01000,3
White Horse,01000,1
Avionics,01000,1
The Way It Is,01000,2
Foxy Brown,01000,1
Autobahn,01000,2
Willamette Stone,01000,1
Uniform Code of Military Justice,01000,5
Jaguar,01000,2
Lamborghini Gallardo,01000,4
Thank Me Later,01000,2
Heroes (we could be),01000,3
Passenger,01000,4
All Sons & Daughters,01000,1
Alastor,01000,2
A. J. Cook,01000,1
Finger tutting,01000,1
Travel,01000,9
Tink,01000,6
Gotta Find You,01000,1
Ultra Music Festival,01000,7
Apple Switch ad campaign,01000,1
Camp Rock,01000,1
Busted,01000,1
The Mixed Tape,01000,1
Lauren Daigle,01000,4
Ferrari F12berlinetta,01000,1
You Are Good,01000,1
Conor Maynard,01000,5
Placement testing,010010,2
NoFap,010010,1
Phil Wickham,010010,2
Kezia,010010,1
Australian Bureau of Statistics,010010,1
Military recruitment,010010,31
Shower,010010,9
Christchurch,010010,1
Queenstown,010010,1
Working holiday visa,010010,1
Anaerobic exercise,010010,1
Technical school,010010,35
This Is Amazing Grace,010010,2
4 Minutes,010010,1
CNN Heroes,010011,1
The Muslims Are Coming!,010011,1
Namaste,010011,1
Salman Khan,010011,1
Copa América Centenario,010011,1
Nepali Language,010011,2
Rookmangud Katawal,010011,1
Living on One Dollar,010011,1
Narayan Gopal,010011,1
Maggie Doyne,010011,1
Nischal Basnet,010011,1
Saugat Malla,010011,1
Melina Manandhar,010011,1
Sahana Bajracharya,010011,1
Phurba Tashi,010011,1
Microtonal music,010011,1
Priyanka Karki,010011,1
Deepak Bajracharya,010011,1
Kathmandu,010011,1
Thamel,010011,1
Sonakshi Sinha,010011,1
Kevin Nealon,010011,1
Pushpa Basnet,010011,1
Udhreko choli,010011,1
Geoff Keith,010011,1
Durbar Square,010011,1
Watch OS,010011,1
Hypnosis,010011,2
Baiju Dharmajan,010011,1
Tears in Heaven,010011,1
Maz Jobrani,010011,1
Sushma Karki,010011,1
Albatross,010011,1
Gravitation,010011,2
Vivek Sharma,010011,1
BBC Sajha Sawal,010011,1
Keki Adhikari,010011,1
Prison escape,010011,1
Bipul chettri,010011,1
The Hershey Company,010011,1
Peter Schiff,010011,3
Tears In Heaven,010011,1
Kit Kat,010011,4
Shristi Shrestha,010011,1
Shree,010011,1
Guitar,010012,66
Halfaya Pass,010012,1
Nightmares on Wax,010012,1
Gaberoun,010012,1
Hash oil,010020,1
Tyler,010020,1
Microtech Knives,010020,2
Schfifty-Five,010020,1
Internet Friends,010020,1
Zedd,010020,8
As You’re Falling Down,010020,1
Bondage,010020,2
Je Te Veux,010020,1
Chris “Douggs” McDougall,010020,1
Killsonik,010020,1
Knife Party,010020,1
Bro Safari,010020,1
Amanita muscaria,010020,1
Tricking,010020,1
Kingdom Hearts III,010020,1
Fingerboard,010020,1
I Want You to Know,010020,3
Shadowflame,010020,1
Ripping,010020,9
Nizwa,010021,1
Ground turkey,010021,1
Stars,010021,1
Classic,010021,1
Catch Me If You Can,010021,1
I'll Make a Man Out of You,010021,1
Bob Harper,010021,1
Sergei Polunin,010021,1
I Lived,010021,1
Buffet,010021,1
Husband,010021,16
Bizarre Foods with Andrew Zimmern,010021,1
Air India,010021,1
Health food,010021,1
Groudon,010021,1
JP Cooper,010021,1
Cơm tấm,010021,1
LONELY,010021,1
Hawkeye,010021,1
MapleStory,010021,1
Kyogre,010021,1
Rayquaza,010021,1
Turn Around,010021,1
Mulan,010021,1
George Washington High School,010021,1
Eating Italy Food Tours,010021,1
Crème caramel,010021,1
Gavin DeGraw,010021,4
Naval air station,010021,1
Thịt bò nướng lá lốt,010021,1
Boyce Avenue,010021,9
Joey Chestnut,010021,1
Collabro,010021,1
Miss Earth,010021,1
Maddie & Tae,010030,1
The Wardlaw Brothers,010030,1
Best Song Ever,010030,1
The Sunny Cowgirls,010030,1
How Do You Get That Lonely,010030,1
A Father's Love,010030,1
Blaine Larsen,010030,1
"Red, White, and Blue",010030,1
Girl in a Country Song,010030,1
Don't Laugh at Me,010031,2
Braille,010031,1
Don't Laugh At Me,010031,2
Quarry,010031,1
The Greatest,010031,1
Above & Beyond,010031,1
Tyrades,010031,1
Puerto Rico national baseball team,010040,1
José Miguel Agrelot,010040,1
File system,010040,1
The Heroes of Olympus,010040,1
Stefka Sabotinova,010040,1
Muñiz Air National Guard Base,010040,1
Haile Gebrselassie,010040,1
Western States Endurance Run,010040,1
Alejandro García Padilla,010040,1
Ramey Air Force Base,010040,1
Flexibility,010040,2
Luis Muñoz Marín International Airport,010040,1
Leo Valdez,010040,1
Scott Flansburg,010040,1
Carlos Delgado,010040,1
Elmendorf Air Force Base,010040,19
Percy Jackson,010040,1
Acrobatic gymnastics,010040,1
Rafael Hernández Airport,010040,1
Percy Jackson & The Olympians,010040,1
Queen ant,010040,1
Kílian Jornet Burgada,010040,1
Dido,010040,1
Félix Verdejo,010040,1
World Baseball Classic,010040,1
2014 Acrobatic Gymnastics World Championships,010040,1
Tony Croatto,010040,1
2013 World Baseball Classic,010040,1
Pritouri Se Planinata,010040,1
Puerto Rico Air National Guard,010040,1
Royals,010040,1
Moses Mosop,010040,1
American Idols LIVE! Tour 2011,010041,1
Nerf Longshot CS-6,010041,1
American Idol - Season 10,010041,1
The Day Has Come,010041,1
Billy On The Street,010041,1
Steering wheel,010041,1
Kimchi,010041,1
Steel Panther,010041,1
Man! I Feel Like a Woman!,010041,1
Geo Metro,010041,1
Geo,010041,1
Billy Eichner,010041,1
Gatorade Player of the Year awards,010041,1
James Durbin,010041,1
God Is Able,010042,1
Le'Andria Johnson,010042,1
Smokie Norful,010042,1
It Can Wait,010042,1
Podium,010042,1
You Paid It All,010042,1
Contagious,010042,1
Walter Hawkins,010042,2
Keke Wyatt,010042,1
Air freshener,010042,1
Marvin Winans,010042,1
Be Grateful (feat. Lynette Hawkins Stephens),010042,1
The Isley Brothers,010042,1
Baby food,010042,5
Kem,010042,1
Crockett Elementary School,010042,1
The Soul Seekers,010042,1
Wendy Williams,010042,1
B.Slade,010042,1
Lalah Hathaway,010042,1
Fat Jones,010043,1
Diet Coke,010043,1
Stud finder,010043,1
Mamma Knows Best,010043,1
Von Miller,010043,1
Comeback,010043,1
Jim Chapman,010043,1
Family Catchphrase,010043,1
Macro,010043,1
Flashcard,010043,1
Thumbnail,010043,1
Isometric exercise,010043,1
Academic term,010043,1
Wall stud,010043,1
Extension,010043,2
New York City Marathon,010043,1
Every Avenue,0100440,1
Australian rules football,0100440,1
2015 AFL Grand Final,0100440,1
The Tick,0100440,1
Voting booth,0100440,1
Magic Mike Story,0100440,1
Australian Football League,0100440,1
AFL Grand Final,0100440,1
"For Always, Forever",0100440,1
Rorschach,0100440,2
Roadkill Christmas (Bubba J),0100440,2
Brock Osweiler,0100441,1
Rick Upchurch,0100441,1
Wish You Were Here,0100441,1
Minnesota Twins,0100441,1
Electric football,0100441,1
Meet My Mom,0100441,1
Silhouette,0100442,1
Same Power,0100442,1
Printing registration,0100442,1
If Not Me,0100442,1
Heat press,0100442,1
Hunter's Moon,01004430,1
Spoiler,01004430,1
Castlevania: Lords of Shadow 2,01004430,1
Streetball,01004430,1
J Dilla,01004431,1
Propulsion,01004431,1
Wits and Wagers,01004431,1
United States Air Force Basic Military Training,01004431,161
Manga,010050,1
Al Gore,010050,1
Chuck Ragan,010050,1
"Donald Trump, Jr.",010050,2
Wormrot,010050,1
Mobile phone jammer,010050,2
AJ Perdomo,010050,1
VOX,010050,2
Chris Hayes,010050,1
Ryan Lochte,010050,3
Political activities of the Koch brothers,010050,1
Republican Party of Texas,010050,1
Pig Destroyer,010050,1
Public affairs,010050,5
Wish on the Moon,010050,1
Homegrown terrorism,010050,1
Judah Friedlander,010050,1
The Needle Drop,010050,3
Governor of Oklahoma,010050,1
Universal health care,010050,1
Single-payer health care,010050,1
Apparent retrograde motion,010050,1
Iraq and weapons of mass destruction,010050,1
Cyberwarfare in the United States,010050,1
Robin Rand,010050,1
Redistribution of income and wealth,010050,1
Freddy Got Fingered,010050,1
Koch family,010050,2
Roger Ailes,010050,1
John Ehrlichman,010050,1
Private prison,010050,1
National Cyber Security Awareness Month,010050,1
Fred C. Koch,010050,1
Boy Constrictor,010050,1
